Direction,Year,Date,Weekday,Country,Commodity,Transport_Mode,Measure,Value,Cumulative
Exports,2015,29/07/2015,Wednesday,United States,Meat and edible offal,All,Tonnes,0,186000
Exports,2015,30/07/2015,Thursday,United States,Meat and edible offal,All,Tonnes,1000,187000
Exports,2015,31/07/2015,Friday,United States,Meat and edible offal,All,Tonnes,1000,188000
Exports,2015,01/08/2015,Saturday,United States,Meat and edible offal,All,Tonnes,1000,188000
Exports,2015,02/08/2015,Sunday,United States,Meat and edible offal,All,Tonnes,1000,189000
Exports,2015,03/08/2015,Monday,United States,Meat and edible offal,All,Tonnes,0,189000
Exports,2015,04/08/2015,Tuesday,United States,Meat and edible offal,All,Tonnes,0,190000
Exports,2015,05/08/2015,Wednesday,United States,Meat and edible offal,All,Tonnes,0,190000
Exports,2015,06/08/2015,Thursday,United States,Meat and edible offal,All,Tonnes,1000,191000
Exports,2015,07/08/2015,Friday,United States,Meat and edible offal,All,Tonnes,1000,191000
Exports,2015,08/08/2015,Saturday,United States,Meat and edible offal,All,Tonnes,0,192000
Exports,2015,09/08/2015,Sunday,United States,Meat and edible offal,All,Tonnes,1000,192000
Exports,2015,10/08/2015,Monday,United States,Meat and edible offal,All,Tonnes,0,192000
Exports,2015,11/08/2015,Tuesday,United States,Meat and edible offal,All,Tonnes,1000,193000
Exports,2015,12/08/2015,Wednesday,United States,Meat and edible offal,All,Tonnes,0,194000
Exports,2015,13/08/2015,Thursday,United States,Meat and edible offal,All,Tonnes,0,194000
Exports,2015,14/08/2015,Friday,United States,Meat and edible offal,All,Tonnes,0,195000
Exports,2015,16/08/2015,Sunday,United States,Meat and edible offal,All,Tonnes,0,195000
Exports,2015,17/08/2015,Monday,United States,Meat and edible offal,All,Tonnes,0,195000
Exports,2015,18/08/2015,Tuesday,United States,Meat and edible offal,All,Tonnes,1000,196000
Exports,2015,19/08/2015,Wednesday,United States,Meat and edible offal,All,Tonnes,0,196000
Exports,2015,20/08/2015,Thursday,United States,Meat and edible offal,All,Tonnes,0,197000
Exports,2015,21/08/2015,Friday,United States,Meat and edible offal,All,Tonnes,0,197000
Exports,2015,22/08/2015,Saturday,United States,Meat and edible offal,All,Tonnes,0,197000
Exports,2015,23/08/2015,Sunday,United States,Meat and edible offal,All,Tonnes,2000,199000
Exports,2015,24/08/2015,Monday,United States,Meat and edible offal,All,Tonnes,0,199000
Exports,2015,25/08/2015,Tuesday,United States,Meat and edible offal,All,Tonnes,1000,199000
Exports,2015,26/08/2015,Wednesday,United States,Meat and edible offal,All,Tonnes,0,199000
Exports,2015,27/08/2015,Thursday,United States,Meat and edible offal,All,Tonnes,1000,200000
Exports,2015,28/08/2015,Friday,United States,Meat and edible offal,All,Tonnes,0,200000
Exports,2015,29/08/2015,Saturday,United States,Meat and edible offal,All,Tonnes,0,200000
Exports,2015,30/08/2015,Sunday,United States,Meat and edible offal,All,Tonnes,0,201000
Exports,2015,31/08/2015,Monday,United States,Meat and edible offal,All,Tonnes,0,201000
Exports,2015,01/09/2015,Tuesday,United States,Meat and edible offal,All,Tonnes,1000,201000
Exports,2015,02/09/2015,Wednesday,United States,Meat and edible offal,All,Tonnes,0,202000
Exports,2015,03/09/2015,Thursday,United States,Meat and edible offal,All,Tonnes,1000,203000
Exports,2015,04/09/2015,Friday,United States,Meat and edible offal,All,Tonnes,0,203000
Exports,2015,05/09/2015,Saturday,United States,Meat and edible offal,All,Tonnes,1000,204000
Exports,2015,06/09/2015,Sunday,United States,Meat and edible offal,All,Tonnes,1000,205000
Exports,2015,07/09/2015,Monday,United States,Meat and edible offal,All,Tonnes,0,205000
Exports,2015,08/09/2015,Tuesday,United States,Meat and edible offal,All,Tonnes,0,206000
Exports,2015,09/09/2015,Wednesday,United States,Meat and edible offal,All,Tonnes,0,206000
Exports,2015,10/09/2015,Thursday,United States,Meat and edible offal,All,Tonnes,0,206000
Exports,2015,11/09/2015,Friday,United States,Meat and edible offal,All,Tonnes,0,206000
Exports,2015,12/09/2015,Saturday,United States,Meat and edible offal,All,Tonnes,0,206000
Exports,2015,13/09/2015,Sunday,United States,Meat and edible offal,All,Tonnes,1000,207000
Exports,2015,14/09/2015,Monday,United States,Meat and edible offal,All,Tonnes,0,208000
Exports,2015,15/09/2015,Tuesday,United States,Meat and edible offal,All,Tonnes,1000,208000
Exports,2015,16/09/2015,Wednesday,United States,Meat and edible offal,All,Tonnes,0,209000
Exports,2015,17/09/2015,Thursday,United States,Meat and edible offal,All,Tonnes,1000,209000
Exports,2015,18/09/2015,Friday,United States,Meat and edible offal,All,Tonnes,0,210000
Exports,2015,19/09/2015,Saturday,United States,Meat and edible offal,All,Tonnes,0,210000
Exports,2015,20/09/2015,Sunday,United States,Meat and edible offal,All,Tonnes,0,210000
Exports,2015,21/09/2015,Monday,United States,Meat and edible offal,All,Tonnes,0,210000
Exports,2015,22/09/2015,Tuesday,United States,Meat and edible offal,All,Tonnes,1000,211000
Exports,2015,23/09/2015,Wednesday,United States,Meat and edible offal,All,Tonnes,0,211000
Exports,2015,24/09/2015,Thursday,United States,Meat and edible offal,All,Tonnes,0,212000
Exports,2015,25/09/2015,Friday,United States,Meat and edible offal,All,Tonnes,0,212000
Exports,2015,26/09/2015,Saturday,United States,Meat and edible offal,All,Tonnes,0,212000
Exports,2015,27/09/2015,Sunday,United States,Meat and edible offal,All,Tonnes,1000,213000
Exports,2015,28/09/2015,Monday,United States,Meat and edible offal,All,Tonnes,0,214000
Exports,2015,29/09/2015,Tuesday,United States,Meat and edible offal,All,Tonnes,0,214000
Exports,2015,30/09/2015,Wednesday,United States,Meat and edible offal,All,Tonnes,0,214000
Exports,2015,01/10/2015,Thursday,United States,Meat and edible offal,All,Tonnes,0,215000
Exports,2015,02/10/2015,Friday,United States,Meat and edible offal,All,Tonnes,0,215000
Exports,2015,03/10/2015,Saturday,United States,Meat and edible offal,All,Tonnes,0,215000
Exports,2015,04/10/2015,Sunday,United States,Meat and edible offal,All,Tonnes,0,215000
Exports,2015,05/10/2015,Monday,United States,Meat and edible offal,All,Tonnes,0,215000
Exports,2015,06/10/2015,Tuesday,United States,Meat and edible offal,All,Tonnes,0,216000
Exports,2015,07/10/2015,Wednesday,United States,Meat and edible offal,All,Tonnes,0,216000
Exports,2015,08/10/2015,Thursday,United States,Meat and edible offal,All,Tonnes,0,216000
Exports,2015,09/10/2015,Friday,United States,Meat and edible offal,All,Tonnes,0,216000
Exports,2015,10/10/2015,Saturday,United States,Meat and edible offal,All,Tonnes,0,217000
Exports,2015,11/10/2015,Sunday,United States,Meat and edible offal,All,Tonnes,0,217000
Exports,2015,12/10/2015,Monday,United States,Meat and edible offal,All,Tonnes,0,217000
Exports,2015,13/10/2015,Tuesday,United States,Meat and edible offal,All,Tonnes,1000,218000
Exports,2015,14/10/2015,Wednesday,United States,Meat and edible offal,All,Tonnes,0,218000
Exports,2015,15/10/2015,Thursday,United States,Meat and edible offal,All,Tonnes,0,218000
Exports,2015,16/10/2015,Friday,United States,Meat and edible offal,All,Tonnes,0,218000
Exports,2015,17/10/2015,Saturday,United States,Meat and edible offal,All,Tonnes,0,218000
Exports,2015,18/10/2015,Sunday,United States,Meat and edible offal,All,Tonnes,0,219000
Exports,2015,19/10/2015,Monday,United States,Meat and edible offal,All,Tonnes,0,219000
Exports,2015,20/10/2015,Tuesday,United States,Meat and edible offal,All,Tonnes,0,219000
Exports,2015,21/10/2015,Wednesday,United States,Meat and edible offal,All,Tonnes,0,219000
Exports,2015,22/10/2015,Thursday,United States,Meat and edible offal,All,Tonnes,0,220000
Exports,2015,23/10/2015,Friday,United States,Meat and edible offal,All,Tonnes,0,220000
Exports,2015,24/10/2015,Saturday,United States,Meat and edible offal,All,Tonnes,0,220000
Exports,2015,25/10/2015,Sunday,United States,Meat and edible offal,All,Tonnes,1000,221000
Exports,2015,26/10/2015,Monday,United States,Meat and edible offal,All,Tonnes,0,221000
Exports,2015,27/10/2015,Tuesday,United States,Meat and edible offal,All,Tonnes,0,221000
Exports,2015,28/10/2015,Wednesday,United States,Meat and edible offal,All,Tonnes,0,221000
Exports,2015,29/10/2015,Thursday,United States,Meat and edible offal,All,Tonnes,0,222000
Exports,2015,30/10/2015,Friday,United States,Meat and edible offal,All,Tonnes,0,222000
Exports,2015,31/10/2015,Saturday,United States,Meat and edible offal,All,Tonnes,0,222000
Exports,2015,01/11/2015,Sunday,United States,Meat and edible offal,All,Tonnes,0,222000
Exports,2015,02/11/2015,Monday,United States,Meat and edible offal,All,Tonnes,0,222000
Exports,2015,03/11/2015,Tuesday,United States,Meat and edible offal,All,Tonnes,0,223000
Exports,2015,04/11/2015,Wednesday,United States,Meat and edible offal,All,Tonnes,1000,223000
Exports,2015,05/11/2015,Thursday,United States,Meat and edible offal,All,Tonnes,1000,224000
Exports,2015,06/11/2015,Friday,United States,Meat and edible offal,All,Tonnes,0,224000
Exports,2015,07/11/2015,Saturday,United States,Meat and edible offal,All,Tonnes,0,225000
Exports,2015,08/11/2015,Sunday,United States,Meat and edible offal,All,Tonnes,2000,226000
Exports,2015,09/11/2015,Monday,United States,Meat and edible offal,All,Tonnes,0,226000
Exports,2015,10/11/2015,Tuesday,United States,Meat and edible offal,All,Tonnes,1000,227000
Exports,2015,11/11/2015,Wednesday,United States,Meat and edible offal,All,Tonnes,0,227000
Exports,2015,12/11/2015,Thursday,United States,Meat and edible offal,All,Tonnes,1000,228000
Exports,2015,13/11/2015,Friday,United States,Meat and edible offal,All,Tonnes,0,229000
Exports,2015,14/11/2015,Saturday,United States,Meat and edible offal,All,Tonnes,0,229000
Exports,2015,15/11/2015,Sunday,United States,Meat and edible offal,All,Tonnes,1000,230000
Exports,2015,16/11/2015,Monday,United States,Meat and edible offal,All,Tonnes,0,231000
Exports,2015,17/11/2015,Tuesday,United States,Meat and edible offal,All,Tonnes,1000,232000
Exports,2015,18/11/2015,Wednesday,United States,Meat and edible offal,All,Tonnes,0,232000
Exports,2015,19/11/2015,Thursday,United States,Meat and edible offal,All,Tonnes,1000,233000
Exports,2015,20/11/2015,Friday,United States,Meat and edible offal,All,Tonnes,0,233000
Exports,2015,21/11/2015,Saturday,United States,Meat and edible offal,All,Tonnes,0,233000
Exports,2015,22/11/2015,Sunday,United States,Meat and edible offal,All,Tonnes,2000,235000
Exports,2015,23/11/2015,Monday,United States,Meat and edible offal,All,Tonnes,0,235000
Exports,2015,24/11/2015,Tuesday,United States,Meat and edible offal,All,Tonnes,1000,236000
Exports,2015,25/11/2015,Wednesday,United States,Meat and edible offal,All,Tonnes,1000,236000
Exports,2015,26/11/2015,Thursday,United States,Meat and edible offal,All,Tonnes,1000,237000
Exports,2015,27/11/2015,Friday,United States,Meat and edible offal,All,Tonnes,1000,238000
Exports,2015,28/11/2015,Saturday,United States,Meat and edible offal,All,Tonnes,0,238000
Exports,2015,29/11/2015,Sunday,United States,Meat and edible offal,All,Tonnes,1000,240000
Exports,2015,30/11/2015,Monday,United States,Meat and edible offal,All,Tonnes,0,240000
Exports,2015,01/12/2015,Tuesday,United States,Meat and edible offal,All,Tonnes,0,240000
Exports,2015,02/12/2015,Wednesday,United States,Meat and edible offal,All,Tonnes,0,241000
Exports,2015,03/12/2015,Thursday,United States,Meat and edible offal,All,Tonnes,2000,242000
Exports,2015,04/12/2015,Friday,United States,Meat and edible offal,All,Tonnes,1000,243000
Exports,2015,05/12/2015,Saturday,United States,Meat and edible offal,All,Tonnes,0,243000
Exports,2015,06/12/2015,Sunday,United States,Meat and edible offal,All,Tonnes,1000,244000
Exports,2015,07/12/2015,Monday,United States,Meat and edible offal,All,Tonnes,0,244000
Exports,2015,08/12/2015,Tuesday,United States,Meat and edible offal,All,Tonnes,0,245000
Exports,2015,09/12/2015,Wednesday,United States,Meat and edible offal,All,Tonnes,0,245000
Exports,2015,10/12/2015,Thursday,United States,Meat and edible offal,All,Tonnes,1000,246000
Exports,2015,11/12/2015,Friday,United States,Meat and edible offal,All,Tonnes,0,247000
Exports,2015,12/12/2015,Saturday,United States,Meat and edible offal,All,Tonnes,1000,247000
Exports,2015,13/12/2015,Sunday,United States,Meat and edible offal,All,Tonnes,2000,249000
Exports,2015,14/12/2015,Monday,United States,Meat and edible offal,All,Tonnes,0,250000
Exports,2015,15/12/2015,Tuesday,United States,Meat and edible offal,All,Tonnes,0,250000
Exports,2015,16/12/2015,Wednesday,United States,Meat and edible offal,All,Tonnes,0,250000
Exports,2015,17/12/2015,Thursday,United States,Meat and edible offal,All,Tonnes,1000,251000
Exports,2015,18/12/2015,Friday,United States,Meat and edible offal,All,Tonnes,0,251000
Exports,2015,19/12/2015,Saturday,United States,Meat and edible offal,All,Tonnes,0,251000
Exports,2015,20/12/2015,Sunday,United States,Meat and edible offal,All,Tonnes,3000,254000
Exports,2015,21/12/2015,Monday,United States,Meat and edible offal,All,Tonnes,1000,255000
Exports,2015,22/12/2015,Tuesday,United States,Meat and edible offal,All,Tonnes,1000,255000
Exports,2015,23/12/2015,Wednesday,United States,Meat and edible offal,All,Tonnes,0,256000
Exports,2015,24/12/2015,Thursday,United States,Meat and edible offal,All,Tonnes,2000,257000
Exports,2015,25/12/2015,Friday,United States,Meat and edible offal,All,Tonnes,0,257000
Exports,2015,26/12/2015,Saturday,United States,Meat and edible offal,All,Tonnes,1000,258000
Exports,2015,27/12/2015,Sunday,United States,Meat and edible offal,All,Tonnes,2000,259000
Exports,2015,28/12/2015,Monday,United States,Meat and edible offal,All,Tonnes,0,260000
Exports,2015,29/12/2015,Tuesday,United States,Meat and edible offal,All,Tonnes,0,260000
Exports,2015,30/12/2015,Wednesday,United States,Meat and edible offal,All,Tonnes,0,260000
Exports,2015,31/12/2015,Thursday,United States,Meat and edible offal,All,Tonnes,1000,261000
Exports,2015,01/01/2015,Thursday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,5000,5000
Exports,2015,02/01/2015,Friday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,5000,10000
Exports,2015,04/01/2015,Sunday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,2000,11000
Exports,2015,05/01/2015,Monday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,4000,15000
Exports,2015,06/01/2015,Tuesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,1000,16000
Exports,2015,07/01/2015,Wednesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,17000
Exports,2015,08/01/2015,Thursday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,4000,21000
Exports,2015,09/01/2015,Friday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,2000,23000
Exports,2015,10/01/2015,Saturday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,5000,28000
Exports,2015,11/01/2015,Sunday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,1000,29000
Exports,2015,12/01/2015,Monday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,10000,40000
Exports,2015,13/01/2015,Tuesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,40000
Exports,2015,14/01/2015,Wednesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,40000
Exports,2015,15/01/2015,Thursday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,2000,42000
Exports,2015,16/01/2015,Friday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,2000,43000
Exports,2015,17/01/2015,Saturday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,8000,52000
Exports,2015,18/01/2015,Sunday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,2000,53000
Exports,2015,19/01/2015,Monday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,6000,59000
Exports,2015,20/01/2015,Tuesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,60000
Exports,2015,21/01/2015,Wednesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,60000
Exports,2015,22/01/2015,Thursday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,4000,64000
Exports,2015,23/01/2015,Friday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,2000,66000
Exports,2015,24/01/2015,Saturday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,8000,74000
Exports,2015,25/01/2015,Sunday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,3000,77000
Exports,2015,26/01/2015,Monday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,8000,85000
Exports,2015,27/01/2015,Tuesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,85000
Exports,2015,28/01/2015,Wednesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,85000
Exports,2015,29/01/2015,Thursday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,2000,87000
Exports,2015,30/01/2015,Friday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,2000,89000
Exports,2015,31/01/2015,Saturday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,9000,98000
Exports,2015,01/02/2015,Sunday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,2000,100000
Exports,2015,02/02/2015,Monday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,8000,109000
Exports,2015,03/02/2015,Tuesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,109000
Exports,2015,04/02/2015,Wednesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,109000
Exports,2015,05/02/2015,Thursday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,1000,110000
Exports,2015,06/02/2015,Friday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,2000,112000
Exports,2015,07/02/2015,Saturday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,7000,118000
Exports,2015,08/02/2015,Sunday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,4000,122000
Exports,2015,09/02/2015,Monday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,6000,128000
Exports,2015,10/02/2015,Tuesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,128000
Exports,2015,11/02/2015,Wednesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,128000
Exports,2015,12/02/2015,Thursday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,2000,130000
Exports,2015,13/02/2015,Friday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,3000,134000
Exports,2015,14/02/2015,Saturday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,6000,139000
Exports,2015,15/02/2015,Sunday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,1000,141000
Exports,2015,16/02/2015,Monday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,10000,150000
Exports,2015,17/02/2015,Tuesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,1000,151000
Exports,2015,18/02/2015,Wednesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,151000
Exports,2015,19/02/2015,Thursday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,2000,153000
Exports,2015,20/02/2015,Friday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,2000,154000
Exports,2015,21/02/2015,Saturday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,7000,161000
Exports,2015,22/02/2015,Sunday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,1000,163000
Exports,2015,23/02/2015,Monday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,11000,173000
Exports,2015,24/02/2015,Tuesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,174000
Exports,2015,25/02/2015,Wednesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,2000,176000
Exports,2015,26/02/2015,Thursday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,2000,177000
Exports,2015,27/02/2015,Friday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,1000,178000
Exports,2015,28/02/2015,Saturday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,7000,185000
Exports,2015,01/03/2015,Sunday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,2000,187000
Exports,2015,02/03/2015,Monday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,9000,196000
Exports,2015,03/03/2015,Tuesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,5000,201000
Exports,2015,04/03/2015,Wednesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,2000,203000
Exports,2015,05/03/2015,Thursday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,3000,205000
Exports,2015,06/03/2015,Friday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,1000,207000
Exports,2015,07/03/2015,Saturday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,4000,211000
Exports,2015,08/03/2015,Sunday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,1000,211000
Exports,2015,09/03/2015,Monday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,9000,221000
Exports,2015,10/03/2015,Tuesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,221000
Exports,2015,11/03/2015,Wednesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,221000
Exports,2015,12/03/2015,Thursday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,3000,224000
Exports,2015,13/03/2015,Friday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,2000,226000
Exports,2015,14/03/2015,Saturday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,226000
Exports,2015,15/03/2015,Sunday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,2000,228000
Exports,2015,16/03/2015,Monday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,8000,236000
Exports,2015,17/03/2015,Tuesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,236000
Exports,2015,18/03/2015,Wednesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,236000
Exports,2015,19/03/2015,Thursday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,3000,239000
Exports,2015,20/03/2015,Friday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,2000,242000
Exports,2015,21/03/2015,Saturday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,7000,249000
Exports,2015,22/03/2015,Sunday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,3000,252000
Exports,2015,23/03/2015,Monday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,3000,254000
Exports,2015,24/03/2015,Tuesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,255000
Exports,2015,25/03/2015,Wednesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,255000
Exports,2015,26/03/2015,Thursday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,4000,258000
Exports,2015,27/03/2015,Friday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,1000,259000
Exports,2015,28/03/2015,Saturday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,6000,265000
Exports,2015,29/03/2015,Sunday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,3000,269000
Exports,2015,30/03/2015,Monday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,4000,273000
Exports,2015,31/03/2015,Tuesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,274000
Exports,2015,01/04/2015,Wednesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,274000
Exports,2015,02/04/2015,Thursday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,3000,277000
Exports,2015,03/04/2015,Friday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,1000,278000
Exports,2015,04/04/2015,Saturday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,5000,283000
Exports,2015,05/04/2015,Sunday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,2000,285000
Exports,2015,06/04/2015,Monday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,4000,289000
Exports,2015,07/04/2015,Tuesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,289000
Exports,2015,08/04/2015,Wednesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,289000
Exports,2015,09/04/2015,Thursday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,3000,292000
Exports,2015,10/04/2015,Friday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,3000,295000
Exports,2015,11/04/2015,Saturday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,6000,301000
Exports,2015,12/04/2015,Sunday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,1000,301000
Exports,2015,13/04/2015,Monday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,6000,308000
Exports,2015,14/04/2015,Tuesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,308000
Exports,2015,15/04/2015,Wednesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,308000
Exports,2015,16/04/2015,Thursday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,3000,311000
Exports,2015,17/04/2015,Friday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,2000,313000
Exports,2015,18/04/2015,Saturday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,1000,314000
Exports,2015,19/04/2015,Sunday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,1000,315000
Exports,2015,20/04/2015,Monday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,6000,321000
Exports,2015,21/04/2015,Tuesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,321000
Exports,2015,22/04/2015,Wednesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,321000
Exports,2015,23/04/2015,Thursday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,2000,323000
Exports,2015,24/04/2015,Friday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,1000,324000
Exports,2015,25/04/2015,Saturday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,6000,330000
Exports,2015,26/04/2015,Sunday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,1000,332000
Exports,2015,27/04/2015,Monday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,6000,338000
Exports,2015,28/04/2015,Tuesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,338000
Exports,2015,29/04/2015,Wednesday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,0,338000
Exports,2015,30/04/2015,Thursday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,2000,341000
Exports,2015,01/05/2015,Friday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,1000,342000
Exports,2015,02/05/2015,Saturday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,8000,350000
Exports,2015,03/05/2015,Sunday,East Asia (excluding China),"Milk powder, butter, and cheese",All,Tonnes,3000,353000
